Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
98296,B0002LY6W0,A2316CFA3JWXSH,Paul C. Bottoms,0,0,5,1330387200,jelly - my fav,This is by far my favorite jelly spread. It taste great. I can buy in the grocery store for $7.99 but it is hard to find sometimes. I recommend you give it a try if you like fig newtons.
431196,B001M050CA,A1DVREQ7QXN75S,S. Z. Bishop,0,0,5,1269734400,Best Fat Free Hot Cocoa Mix ever!!,Was able to purchase this item in grocery stores in Oklahoma City.  Not so after I moved to Cape Coral.  Was glad to see that I could order it online.  I add it to my coffee and it makes a great Mocha!
59232,B000OQWAS0,A1HUCEYQKEHDO4,Cecilia Almeida,0,0,4,1245024000,FRENCH TEA/HARNEY,THE COMPANY DISTRIBUTING THIS TEA ARE FABULOUS PEOPLE TO DEAL WITH....AND IN THIS DAY AND AGE...IT WAS A MOST PLEASANT SURPRISE......LOVELY TEA............
558852,B000NN5GWG,A1SMRYI093P8P9,"Andre C. Thomas ""BLACK MAMBA""",2,4,5,1306886400,LIQUID CHOCOLATE VTIMANS AND MINERALS IS ALWAYS GOOD,IT IS A TYPICAL PURCHASE OF ENSURE. I JUST DIDN'T LIKE THE HIGH SHIPPING COST. IT PAYS TO BUY MORE SO IT CAN OFF-SET THE SHIPPING COSTS -- NOT OFF-SET IT -- BUT TO SOMEWHAT JUSTIFY THE PURCHASE OF YOUR ENSURES SOMEWHAT.
376384,B000EM2PHK,A2AZA5EYJW68AJ,"Oscar Arroyo ""Oscar""",1,1,2,1323820800,"Unauthentic tasting, just an 'onion soup'.","I guess they added sugar cane juice to emulate the caramelization flavor that comes from slow cooking onions to perfection. Wrong idea though, this soup instead leaves a sweet flavor in your mouth, as opposed to a more serious, earthy, cognac-reduction flavor that I would expect from an authentic french onion soup. This just a sweet onion soup. Leave the french out."
23647,B001E5DYSU,A38HD2D9KIQQMO,"C. Furman ""GoodLife""",6,7,5,1175731200,The ELITE coffee that is served to the Celebs,"This coffee is amazing.. we stayed at the Shore Club in Miami Beach and we had some of this coffee with our breakfast at Ago Restaurant.  Hooked ever since, this is the only coffee I ever drink now.  Starbucks, Caribou are nothing compared to this.  One sip or sniff of the aroma, will get you hooked forever.  If you ever make it out to South Beach, ILLY has a store on Ocean Drive."
64173,B000KKQNJM,A2YN79O9Y0UCDB,R. LIAO,8,8,4,1219622400,Good activity for Christmas,"Pros:<br /><br />-Great kit, came in good shape, nothing broken except maybe a candy cane or two.<br />-Ton of candy, a lot more than you'd need.  I ended up eating half of it on my own<br />-Easy to make, simple, whole family can enjoy.<br /><br />Neutral:<br /><br />-Frosting is a little hard to use until you get it really warm (requires some hand stamina)<br />-Base is a little boring, some parts are bigger than the pieces (such as the foundation for the stick men to stand up or trees) so it was harder to get it to stand up<br /><br />Cons:<br />-Shipping price is a little exorbitant for the size and shipping quality"
396359,B00478L5T6,A2MTL6MOC7NLJ6,"N. Christi ""Nic""",0,1,1,1333065600,Very bitter tea,"This tea has a bitter, rather than chocolate, taste.  It's barely drinkable, no matter how much sugar I dump in.  I'm planning to throw it out."
539157,B0036VFTMO,A1CFWUTNBMK2GO,"S. White ""ex nuke sub chief""",0,0,3,1347321600,fair product,"Cats will eat it and seem to enjoy - but be sure to cut it up into small enough pieces for them.  They don't go crazy for it, but will eat it after playing with it a bit."
449357,B0024EA8DE,A59128KLN4BQK,"Madelene Caselli ""Taarna""",0,0,5,1330905600,Dogs love'em,"Been getting these for years.  A favorite game is to take a handful or two... I have several dogs .. and toss them around the room.  All at once.  The gang then spends the next 10-15 minutes... looking (sniffing) for all the little pieces, scattered about.<br /><br />A fun way for them to spend time and have fun with a reward for their effort."
106085,B000YHNQSC,ATJIBW7KWL88K,MIGS,9,9,5,1268870400,The best!,"We had received the Anthon Berg 64 piece Chocolate Liqueurs with Original Spirits as a gift for Christmas 2008.  When I saw these on Amazon I ordered them for my mother right away (for Christmas 2009).  The price was very competitive, best I'd seen actually, and we already knew the chocolates were superb.  Well, there was a problem with almost all of the chocolates arriving damaged which dries them out.  I made a remark on Amazon and the Candy Shoppe contacted me to get in touch with them.  I'd like to mention that The Candy Shoppe was professional, polite and cheerful, explaining to me that in an effort to be more ""green"" they were working out issues finding suitable packaging. That's understandable and commendable. What was even more impressive was that they had my replacement order packed and shipping WHILE I WAS ON THE PHONE WITH THEM.  The chocolates arrived undamaged and as delicious as we remembered them. We will most definitely be buying from them again in the future when we are looking for this wonderful product."
247207,B0026SG1WK,A121D9C88ED55V,"Wendy David ""Wendy""",0,0,4,1345075200,Great substitue if you don't have fresh cheese,"I really like Emmi fondues. It's nice to be able to store these and make fondue when you want, instead of having to make a special trip to the store for fresh cheese. I also enjoy the great Kirsh flavor and do not personally, nor do friends and family, find it to ""alcohol"" tasting. It is especially tasty with a chunk of gorgonzola mixed in."
275045,B000F4EUAM,AN7TSZY8L939N,"E. Asher ""dabbler""",1,1,5,1257552000,Favorite Gummy bears,"Hands down, these are the best gummy bears in the entire world. They are organic, so you feel good eating them, and they are flavorful and fun to eat. Each box has 4 sealed packets of candy, so a packet fits easily in a pocket. I have been enjoying them for years and will continue to do so."
212437,B004MTPISE,A3TYJ67QA40949,"Beth A. Barr ""Mwana_Wa_Africa""",0,0,3,1325721600,Squashed box,"Amazing to find these online - This is the best potato chip flavor on the planet, and I haven't been able to buy them since leaving texas... however they are expensive, and were shipped in a crappy box which was squashed en-route... 12 of the bags were popped when the box arrived... sigh..."
539748,B0046HEBBC,AYN63PDWY1SKY,auroraras,0,0,5,1344902400,"Finally a GREAT low sugar, gluten free nutrition bar","With a diabetic family history, a gluten intolerance and recent recovery from Candida,  I have been searching for a delicious nutrition bar that I can eat.<br />I just recently discovered the Raw Crunch Organic Bar at my local coffee shop and was so pleased. It is scrumptious. It has no gluten, very low in sugar, is loaded with protein and nutrients .... and it is organic!  My thanks to the founders of Raw Crunch Bars!  I just ordered a case for my upcoming 7 day trip on the Boundary Waters."
13394,B001BSBFUO,A28ACCYHYQVBR8,Kimberly S. Bean,0,0,5,1267660800,Should have bought these a long time ago!,"I have two dogs that require medication and after years of hiding pills in peanut butter, cheese, and cream cheese they finally outsmarted me.  I had heard about the pill pockets but they aren't available locally.... so I went online and gave them a try.  WOW is all I can say.  They are fooled and loving their new treat.  I am getting them the medication they need and it is so much easier.<br /><br />I bought them in multiple sizes, both chicken and beef... they love them all.  Thank you, thank you, thank you."
275959,B000VGCSLC,A2VSKQMB1PKZUM,"Patrick R. Julian ""WSNH - R U A Turtle""",0,1,5,1294531200,Patrick,I order 5lbs of these at a time and they last me about 2 or three months. Maybe I need to order more of them more frequently.
443878,B0034EDM2W,A297RLXTOB0FTL,Maxine,0,0,5,1283731200,Delicious and healthy snack,These bars are delicious and seem to be all natural.  I like to eat them midmorning when I get hungry but it's too early to eat lunch.  Great for kids lunchboxes.
252214,B000E4C89S,A2Y8WPOQM3SH3N,Deborah Rutkowski,1,1,3,1278201600,product review is different for the two different types they carry,"If you are looking for traditional jerky, you will want to order the slab style, which I would give 4 stars. High marks for hormone free and vegetarian fed. Their regular jerky is nothing like you would expect and I would only give it two stars, because the product description does not accurately reflect what you are getting. It is not thin, dried strips of buffalo. It is chopped up, extruded, and sliced into ""O"" shapes. If you look at the product packaging for their regular jerky, look at the letter ""O"" in buffalo. The name itself indicates that you have ""O"" shapes inside, but nowhere in the name or description is that mentioned. I'm sure many people will like this, but it's definitely not the ""jerky experience"" that most are looking for when they buy jerky."
219042,B0001K5LTY,A32JO1FLE8KF05,"Anthony cruz ""pointer165""",3,5,5,1268611200,DOES everyone know what to do with the paper wrapper??,"First..I have been eating these cookies for over 40 years and they still amaze me!..so what do you do with the paper wrapper. OK ..first have an adult present....you spread it out on a table and flatten the wrapper, then wrap it in a cylinder shape, then stand it on one end on the table or a plate....now THIS is the FUN part!!!.. you make a wish!!!  ..you light the top of the paper, with a match preferably..now wait till it burns down to the bottom( it will not create A HUGE FIRE)..and when the flame hits the bottom a reaction between flame & air happens, it will start to travel UP!!..and if your ash hits the ceiling..your wish comes trues!!..NO ONE believes me but the Italians always do this after expresso!...now if you have HIGH ceilings..don't fret..try it again on a lower ceiling..I have done this 100s of times..nothing will go on fire..and you are there ,NOT WALKING AWAY from the flame that goes very quickly..so much fun!<br /><br />GOOD LUCK ON YOUR WISHES!!<br /><br />TONY(NYC)"
514092,B001BETMEO,A2KUUWP4ZZMOBP,"Jolly Green Giant ""You can try Birchbox too! ...",1,1,5,1263254400,My cat's favorite dry food,"I have a very picky older cat. She is probably extra picky because she's old and has trouble digesting some cat foods. This one though is her favorite dry food. She begs for it and waits by her bowl one hour before dinner. My other cat also gets very excited about this food. I've found with other foods that they get occasional hairballs, but with this one it's a very rare occasion for either of them to have a hairball- maybe once a year. Previously when I fed them the cute cat foods (like Meow Mix) half of the food would stay in the bowl and the older cat was particularly adept at separating out the shapes she didn't like.<br /><br />Although the price on Amazon is very competitive to buying single bags at the grocery store, I found that the 16 pound bag at Pet Smart goes on sale for $18.99 and the last bag I bought included a $5 Pet Smart gift card. If I only had one cat though I would definitely buy from Amazon for the convenience factor and the price is competitive with Tar get and other grocers.<br /><br />Both of my cats got shinier coats as well since making the switch to Purina One a few years ago. There are several formulas (in addition to this one) to meet your particular cats needs:<br /><br /><a href=""http://www.amazon.com/gp/product/B001BEXBCS"">Purina One Cat Food Sensitive System, 3.5-Pound Bags (Pack of 6)</a><br />Purina One Cat Food Vibrant Maturity 7+ Senior Formula, 3.5-Pound Bags (Pack of 6)<br /><a href=""http://www.amazon.com/gp/product/B001BEXBAK"">Purina One Cat Food Advanced Nutrition Hairball Formula, 3.5-Pound Bags (Pack of 6)</a><br /><a href=""http://www.amazon.com/gp/product/B001BDI0QQ"">Purina One Cat Food Salmon & Tuna Formula, 3.5-Pound Bags (Pack of 6)</a><br /><a href=""http://www.amazon.com/gp/product/B001BDEI7G"">Purina One Cat Healthy Weight Management, 3.5-Pound Bags (Pack of 6)</a><br /><a href=""http://www.amazon.com/gp/product/B001BDI0RA"">Purina One Healthy Kitten Formula, 3.5-Pound Bags (Pack of 6)</a><br /><a href=""http://www.amazon.com/gp/product/B001BETMEO"">Purina One Cat Food Chicken & Rice Formula, 3.5-Pound Bags (Pack of 6)</a><br /><a href=""http://www.amazon.com/gp/product/B001BDI0RK"">Purina One Cat Food Urinary Tract Health Formula, 3.5-Pound Bags (Pack of 6)</a>"
220020,B003NAWM0A,APASCXWTM041,Ed Raton,0,0,5,1350000000,The best pre-packaged curry,"Curry fans.  This is the number one selling condiment in Japan.  They make a version of Indian Curry that is pretty good.  This is labeled as HOT but don't let that scare you.  If you want to make a REALLY hot curry, this is a good base.  You can stretch is out quite a bit by adding more water, spices, salt, and a thickening agent.<br /><br />If you are watching your fat intake, it would probably be a good idea to dilute it by half as described above.  On the box label, it lists 7 of fat, 4.5 grams of saturated fat per serving. I'd bet that most people eat more than serving, so just be aware of that.<br /><br />Otherwise, the taste of this mix is very good, feel free to add more spice."
225313,B0029K109Y,A3FT5DD2QB1CNH,Linda DiPrizito,0,0,2,1332547200,Old or overheated candy!,This candy arrived quickly but some of the cherry candies were stuck to the foil paper that enclosed each piece.  Probably a result of not being fresh and in Amazon's inventory for a long time or subject to high heat in a inventory closet and not in a refrigerated space.
313090,B000LKU3K6,A3PQLIH8PXWGRW,John Martin,1,2,5,1207526400,Great Jerky,"Great Stuff, I think it's better than the real thing and a lot better for your body. My favorite is the hickory smoked because I like spicy foods, but all the other flavors are good to."
139935,B0051WBPQU,AJ8QD0BD5P478,AnneB,1,1,5,1338249600,Awesome popcorn!,Bought this popcorn because it looked good. It is sooooo good. When you put it in your mouth you feel like your mouth is full. It is a pleasure to chew and a little of this popcorn is better than a whole bowl of regular popcorn. My family is sold on mushroom popcorn.
83460,B005ZBZLT4,A31LM99FMXLPBU,"Davejostef ""jo""",5,5,5,1329782400,Good stuff!,"I was a bit leary when I ordered this, as it wasn't the traditional K-cup but no need to worry.  It worked just fine.  Only problem is, they don't fit in my K-cup carousel all that well and tend to fall out if I turn it too fast.  Beyond that, the coffee tastes just fine and I LOVE the aroma in the kitchen.  Since they have a kind of mesh/fabric back, the aroma of the coffee comes through.  I HAD to have a cup as soon as they arrived just 'cauze it smelled so good!"
88147,B0030VBQOK,A3KG2JE0QVJKOV,"Kristina ""kmke""",0,0,5,1350345600,Toddler loves it,My son is 16 months old and still loves these as a snack.  This is a good blend of fruit.
124055,B004DBOPUI,A35AO7QDM0R116,"jwalton ""4forjen""",0,0,5,1269302400,Great taste especially when you want some coffee without the caffeine,I have no complaints with this decaf.  Wonderful smooth flavor. Enjoy a cup late at night!
244507,B0030VBQ5Y,A1LXBIDWACC4TS,"J. Friedman ""JF""",0,0,5,1339027200,"Great for kids, perfect for travel, what's not to like?","This is for HappyBaby Happy Tot fruit pouches. These are excellent for kids. My 2 year old loves it. She asks for it every morning and everytime she takes a bath. It's great - totally organic with all natural ingredients and no harmful chemicals, GMO's or preservatives! It does not need to be refridgerated so wont take up space in your fridge (although once it's opened it does, as do most products). It's great for kids at least half a year old and is recommended by the well known Dr. Sears, TV personality, author, and acclaimed professor at UC Irvine.<br /><br />The container is well made and does not flap around. It can stand up on its own as it has a base that is round and designed to stand up - other containers will lay flat and leak out when the child puts the pouch down. It also has a brighly colored plastic cap that, before opening for the first time, cannot be removed by a small child. You will need to open it for them. The cap is large enough that small 2 year old hands can manipulate it open and closed without much difficulty. The cap is also color coded to match the packaging design, so you can easily and quickly identify which one you want. Likewise, the packaging is colorful and well designed. It shows pictures of the fruit on the side and writing for the adults so you can choose your variety.<br /><br />The fruit variety is tasty. I have sampled some of it and found it to be pretty good for smoothies and adult meals! Regardless, it's a child's drink, so the focus is on how much the children enjoy it. I find that no child has objected to the flavor, although some flavors certainly get unique - who would want to eat broccoli and pear together? Butternut squash and apple is certainly a savory combination. Spinach and mango? Doesnt matter. My kids love all flavors. Sure, some have preferences, but these are great combinations and are supremely healthy.<br /><br />Speaking of which, I had no clue what Salba was, so I googled it.[...] Evidently it's a SUPER healthy grain that is an excellent source of Omega 3's, fiber, magnesium, calcium, antioxidants, folate, and dietary fiber. Evidently it's also better than Chia and Flax seeds as well. This all comes from the Salba website so it's obviously to be taken with a grain (no pun intended!) of salt, but still, that sounds fantastic to me. Surely this cant hurt a growing child's system!<br /><br />While other reviewers have noted that this product is available for cheaper at Target for $1.09 per pouch. I have not been to the Target store lately so I cannot verify that, but I did a price comparison on Target's online website.  [...]) Again, I did not go into the store - you might be able to find this in the store for cheaper. As of 6/7/12, the cheapest pack was $10.16 cents for Spinach, Mango and Pear, and Broccoli, Pear and Peas, or $20.32 for 16 of them. In my state, we have 6% sales tax ($1.22), which turns that total into $21.54 for a 16 pack, or $1.34 per drink. Compare that to Amazon's price, which is $19.20 (no sales tax) for SMP and $19.86 for BPP. You can also sign up with subscribe and save, which will yield a 15% discount, or a total of $16.32 for SMP, or $16.88 for BPP. That's a savings of $3.44 to $4 total, or over a quarter for each item. Green Beans, Pears and Peas sells for $19.52 or $16.59 for S&S on Amazon, vs. $24.25 at Target (online pricing, but I added sales tax), which is a $7.66 price difference! Again, these are NOT in-store prices, just online prices.<br /><br />You should be aware that there is a recall on some HappyBaby pouches. Pay attention to those expiring between November 2010 and January 2011. The press release indicates that nobody has been hurt and no harmful bacterias have been found. (http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm197570.htm). In fact, one of my pouches started swelling up, so I threw it out, but my daughter enjoyed the rest of the pouches from that batch (I sampled them to be sure) and was fine. I just assumed it was a bad pouch but now I know that there's a recall, so I will be keeping an eye out, as you should. Does not mean you should give these up - there have not been any harmful effects and it appears to be a bad batch which the company has corrected."
288707,B003C1OMJE,A16KVN2SA5LWJ,Duncan Brown,0,0,4,1300752000,delicious... just not very strong.,"i spent a few months in england & fell in love with pickled onion snacks... i seem to remember the flavor of these being stronger back then... they seemed a little weak.<br /><br />still pretty tasty, i just love intense flavors."
440609,B001LN2QU2,AIT9Q5FP1ZW9X,cp,1,1,5,1324512000,Fantastic chocolate,"These chocolate oranges are a Christmas tradition at our house.  The dark chocolate might be the best, but the milk chocolate are right up there."
266336,B003QKBDX4,A2TKPYRNNJPNA2,Rhiannon Kovacs,3,3,5,1279065600,Pretty Fantastic!,"I tried the iced instant VIA this week, and I was shocked at how good it tasted.  It dissolves instantly in cold water, and it has the great Starbucks taste that I have grown to love.  It has just the right amount of sweetness, and the 16oz serving size is perfect.  I, too, found it to be quite strong.  I was able to stretch it to about a 20oz serving.  I added half & half, and I couldn't have been happier.  At about $1/serving, you really can't complain.  It is much cheaper than a trip to the drive-thru!"
245481,B006V79HT6,A18M762CUQ6XHU,Rachel,0,0,5,1332201600,I love it!!!,"I love Drink Chia!  Honeysuckle Pear was my favorite until I tried the Mango Tangerine.  I do find this flavor unique and refreshing. This is a great drink to help with my workouts and recovery.  The Drink Chia! people really make a great product, and I love that they really think about making sure it tastes great too. I highly recommend it."
277860,B007KPWA8S,A33TE1ROXWDMJH,reedfamily,0,0,5,1340150400,Wow!!!,"What a great selection...  not a single duplicate!  There are bolds, flavors, decafs, Newman's, Donut Shop, W Puck, Tully's - everything you can imagine.  Some folks have mentioned quickly approaching use by dates, but my selection doesn't expire for 6 months...  They'll never last that long!  I'll order again."
231979,B002RSVOLM,A1ACM1CBGORBN1,Sherry Berry,1,1,3,1273017600,"While good tasting, leaves my tummy feeling sickly","This is a pretty good tasting tea in gernal. It is not too sweet and actually has a tea taste to it. I am not sure if it really helped me burn that much more calories in general but I do know that I can feel it working. I get hungry faster after drinking this. The only down side, which knocked it down a few stars for me, is that it leaves a sickly feeling in my stomach. It feels like my stomach is almost hollow and just very uncomfortable in general. Almost like a slow heartburn. Otherwise, this is a pretty good tasting tea."
527565,B000QSON4K,A21P97JW959ZLL,C.Peterson,0,0,5,1288828800,Great for Liquid Meds Too!!!,"I know the product say these are for pill and capsules, but the are also great for liquids.  I have a minpin who would attack the dropper and I would bet that he wasn't getting anywhere near a full dose of his medication.  So I tried mixing it with food. Still a no go. Out of desperation I took the change that these would work, and they do.  You just need to make sure you leave enough space at the top to be able to seal them properly.  For me... 1 ml of fluid takes two capsule sized pill pockets."
210436,B000G7VYWA,A1W0F3F6EXIAKP,"vieprivee ""vieprivee""",0,0,5,1350345600,great product,Not too salty and nice and fresh-tasting. This is something my family always loves and the size package is just perfect!
88500,B000VBYI7Y,A3N04FXWH1J1WJ,olivia,1,1,4,1196985600,need to eat,"Ok , well first I did not get the variety I ordered , I got the Crunchy Cinnamon kind , and I was going to send them back. Until I saw they were all out of stock... things like these save me , when we need to be out and about , now that we cannot have wheat. So we tried them , the 8, year old says they taste like  mini muffin tops, the 12 year old says , they are good coverd in milk like cereal , the 14 year old , who eats nothing ,ate them , and the two older ones did too , but in all fairness they eat everything..  we all like them , and Ian's is a great company to support , with wonderful kid food ,  for kids who can't have wheat ."
318625,B0026LIWRO,A2ISL6F15PHBLT,Lisseth,0,0,5,1323475200,good product,Good product my puppy love it. iam is good food for puppy excellent qual.ity I recommend I hope every ones have a good experience with this product
360489,B000LT0STS,A2IC81KS3GHE8W,Vicki Jordan,0,0,4,1333584000,No more upset tummy!,Love the cinnamon flavor of this gum and it actually lasts longer than most gums.  I LOVE the fact that it doesn't upset my stomach and make me bloated like regular sugarless gums.  I am just reordering my 2nd tub.
538221,B0061IUIDY,A3VLCQX7NG1N0E,Erin O'Riordan,0,0,4,1339632000,A fine product,"This chai has a very good flavor, particularly if you let it steep in a little less water than you'd normally use for brewing black tea. You want it to be somewhat concentrated, because chai is best enjoyed sweetened, with milk."
510233,B002ZOK1B2,A1ZIMBXJN17OCF,"S. Stephens ""sharronhelping""",11,11,5,1271721600,"Just as good as Nabob, my other favorite","I like this coffee as well.  I keep it and Nabob on hand.  Read my review for Nabob and get more details.  Kenco has the international smoothness that I can only get with Nabob and Kenco.  The Kenco cup is a small cupper, though.  It's not a full cup like Nabob.  It is lighter than Nabob and makes a creamier coffee than Nabob.  I like them both.  I now reach for Kenco more than Nabob, because I am a small cup drinker and the flavor is great for those days when you want less caffeine in the morning and more taste.  Nabob and Kenco (and Gevalia Hazelnut for a strong falvored coffee that guests will enjoy)."
97018,B005A1LG7K,A2LIF95N23RT72,B. L. Dvorachek,1,1,5,1349913600,Wowza...Really Really Good.,I order the chicago mix and wow...incredible.  Best popcorn I have ever had.  Everybody who comes by my house for parties just freaks out at how good it is.  Ordered the case and had 5 bags gone (not just me) in 3 days.  Highly highly recommended.
271065,B001EO7JGO,A3BA3NQBESSZVE,cincin,2,2,3,1274745600,Pretty good,"I had truffle oil in a califlower soup, and also once in an omelet, both at restaurants,  -- and it tasted AMAZING -- so I was wanting to try it out in my own food.  I decided on the black truffle oil even though reviewers say it's ""stronger"" than the white.  So it's okay, I like it well enough.  I don't think I would buy this again though. Didn't hit me like the kind I had, so I'm still looking... I'm interested in trying other brands and also the white truffle for my ""Truffle Research"". :)"
383279,B003G0APGK,AF7KVFTGUBK98,CatWoman,1,2,4,1281830400,Healthy but pricey; may be better to get cans & recycle,"Definitely healthy & tasty food.  Both my cats really like it. Grain-free, a plus for cats who get ""tummy trouble"" on cheap food or are just super-picky. No byproducts. BUT, it's REALLY expensive, even when compared to other Wellness produts.  The pouch has a lot of ""juice,"" so even at the same # of ounces, Wellness grain-free canned products have more ""food,"" and are a much better value."
227841,B0033HPPIO,A3PIXJ4HB3AS7M,Jodi K. Prescott,0,0,2,1349827200,Weird After taste!,"Was hoping for a full chocolate flavor but without the added sweetness of the Escapes Cafe Mocha. This didn't do it. Little chocolate flavor with a very pronounced, artificial flavor after taste."
199380,B002CJG2H2,A261Z4FIXFIA5T,Straker H. Carryer,3,11,1,1338336000,Don't Feed Your Cats Meat By-Products!,"The definition of meat by products:<br /><br />The non-rendered, clean parts, other than meat, derived from slaughtered mammals. It includes, but is not limited to, lungs, spleen, kidneys, brain, livers, blood, bone, partially defatted low temperature fatty tissue, and stomachs and intestines freed of their contents<br /><br />In summary, it is NOT meat, and is NOT safe for human consumption. So why feed your pets this stuff? Sure, it's cheap, but food such as Chicken Soup for the Cat Lover's Soul does not cost much more and is free of it!"
166999,B000EMAMYS,A148Z6ODSMC7SL,Atheist,2,3,1,1312675200,ALL I GOT WAS TINY PIECES!,"You see the picture of this? Well, what I got were tiny dried up odds and ends. I don't know if this is normal for this product, but I expected them to be like the picture. It had way too much sugar, probably because the pieces were so small. They were not nice and square, they were much smaller and mostly triangle, and nugget shaped. I bought them mainly to use with some red onions and cook them with steak. But it would probably be too sweet, as small and sugary as they are.<br /><br />UPDATE: I emailed the seller and they told me they switched companies and the new company was not selling the squuares pictured on the bag and that is why they were smaller. I don't know. But they refunded me. Good company to deal with, anyway."
36616,B004CLCEDE,A3R0TP3G3T06UR,"Robin R. Robbins ""Robin""",0,2,1,1346457600,Gag me with a zoology project!!!,These noodles look like tapeworms from a zoology lab ....arghhhh...I almost threw up when I opened the package they came in filled with water ...burp!!! Gag!!! I gave them away...
84665,B000FK63IS,A1XZKTBWHM3GBW,Danielle M. Voiculescu,0,0,5,1279756800,Perfect...,Great pasta. Tastes the same as regular pasta if not better. I really like it!
138900,B000WTEJC4,A1J5OF3Z3CRXPG,Jane,3,3,5,1335657600,The Best,My cats love this cat food and it is hard in my area to find. I was glad that Amazon could get it for me. I also think it is a healthy food for my cats who are all seniors.<br /> Hope anyone that uses this for their cats agree.
469433,B003V35RTW,A3737VSX0V3ZC0,Daniel Richter,0,0,5,1339372800,Good Product !!,"If you like Curry, Go for it!! I'd used it to make some Japanese Curry dishes and is everything was as I suspected to be. I can strongly recommended for all curry fans."
63733,B002IEZJMA,A1VYFEJM12ZP11,Jana Taylor,1,4,3,1339459200,It's ok but it's on the bitter side.,"I split this can with my work associates to get a more balanced view.  A dark coffee fan, a sweetened coffee fan and myself (Somewhere in the middle). All of us agree.  This is a very bitter coffee flavor.<br /><br />The sweetened coffee fan really didn't like this so if you are the type that puts sugar in your coffee - this is probably not the flavor for you.  The dark coffee fan and I enjoyed it more, but we agreed that the dark flavor is full but a little bitter.<br /><br />It's just going to come down to if you like your coffee sweet or not.  Sweetened coffee drinkers are not going to like this much... but if you like stronger coffee this may be just your thing.  This is a very strong flavor for a very bold coffee lover."
491300,B0051O6P36,A1VC6419THHIET,Chris,0,0,5,1351209600,Good for all cats.,"I just got these treats last week and they're already gone this week. I wish there were bigger bags, but that's not the case.  The down side is they're expensive. It doesn't matter to my boys. They love them anyway. I hope that I will find work soon and be able to give my cats the better food they deserve."
4666,B000FBM4FI,A10EII7MQD4N28,SunFire,0,0,4,1342828800,Nice and thin,This crispbread is nice and thin - great for those with more sensitive teeth.<br /><br />I eat 3 of these in the morning for breakfast with Smuckers Sugar-Free jelly on them.<br />Guilt free and delicious.<br /><br />You do have to be a little careful when spreading heavy stuff on them like peanut butter.<br />If you press too hard they can break.<br /><br />One thing you can't tell from the box is that there are actually 2 air-tight packs in the box.<br /><br />I'm currently eating these and the ryvita sesame rye crispbread.<br />Highly recommend both.<br /><br />Note: I have lost 12 pounds by changing my diet but I give the most credit to 2 things.  Rye crispbread replacing almost<br />all of the flour in my diet.  And drinking oolong tea which helps burn belly fat.<br />You do need to exercise a little bit too.
458367,B00158U8DU,A17NYHXOB3X4E9,"Deven Brown ""mamaknitknots""",0,0,1,1343174400,Waste of Money,Don't bother with this one...mines gone to crap after 5 uses!  It's leaking pulp at the seam.  Unfortunate waste of money...straight into the garbage.  I'll invest in a real nut milk bag next time...one that will last longer than 5 uses!
546428,B005G7YDUU,A2W4T9WZXMRRVV,LOVINTHEDEALS,0,0,1,1349740800,not happy,my cookies came all broken... every single one was broke... i basically got a bag of dust!... the packing was poor for such an item....
30745,B007M83302,A368F99UPGPP4R,L. Eckford,1,1,2,1264550400,Not my favorite,"I love Popchips. However, I did not like this flavor at all. The garlic flavor was too intense."
545378,B0014WYY1E,A2WRWK0ARXOFSZ,"Kurupt ""God-Body Reviewer""",0,0,4,1210809600,surprisingly good,"When I ordered this product, I wasn't exactly sure what to expect. When I got it I was surprised to find that this is a very good version of sparkling water. A mixture of different ingredients that gives you a very delightful taste of green apple. Unlike the pomegranate version, it doesnt leave a after taste and isn't very strong. The drink is light, flavorful and makes you want to drink more than one. You won't go wrong with this product."
411028,B001EPQTD2,A3KUBBXSKNQ7BR,Marian L. Rogers,0,0,5,1320278400,Wouldn't be without it!,Excellent product...helps hair and nails grow stronger.  Try it if you have weak and flaking nails... you won't be disappointed.
300347,B005XDUA9K,A1TCSC0YWT82Q0,GinSing,0,0,5,1348358400,"Sorry it's taken me so long to do a review, but I concur","I concur with everyone else exactly. Great product; greatly packaged; wonderful seller. I appreciate them and what they do for us and their integrity.<br /><br />I bought these to make Rejuvelac and I couldn't be happier and so I highly recommend.<br /><br />Thank you, thank you!"
334869,B000EDGB2E,AN167XSNPZNF1,"Mrs. Phantom O ""OG""",0,0,5,1325203200,Great!,"Yummy, healthy fun snack.  Great whether you eat them right out of the bag or put them in cereal, yogurt whatever.  Highly recommend."
100251,B00954NYVY,A2SMIVB8BEL98J,"SavyShopper ""kth-7""",0,0,5,1314921600,Easy packaging and great deal!,"We love ordering from companies that use one large box to hold all the k-cups as opposed to multiple little boxes.  This coffee is strong, just the was we like it."
